"","Station.Name","lat","lon","fcc.url","getURL"
"718","RIPON POLICE DEPT",37.7413381,-121.1361609,"http://data.fcc.gov/api/block/find?latitude=37.7413381&longitude=-121.1361609&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""93""><Block FIPS=""060770050041043""/><County FIPS=""06077"" name=""San Joaquin""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"719","RIVERSIDE COUNTY DA",33.9796678,-117.3739849,"http://data.fcc.gov/api/block/find?latitude=33.9796678&longitude=-117.3739849&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""180""><Block FIPS=""060650303002004""/><County FIPS=""06065"" name=""Riverside""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"720","RIVERSIDE COUNTY SHERIFF DEPT",33.7070447,-116.2221793,"http://data.fcc.gov/api/block/find?latitude=33.7070447&longitude=-116.2221793&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""158""><Block FIPS=""060650455012004""/><County FIPS=""06065"" name=""Riverside""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"721","ROSEVILLE POLICE DEPT",38.7597616,-121.2956888,"http://data.fcc.gov/api/block/find?latitude=38.7597616&longitude=-121.2956888&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""138""><Block FIPS=""060610210451000""/><County FIPS=""06061"" name=""Placer""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"722","SACRAMENTO COUNTY SHERIFF DEPT",38.54235,-121.407198,"http://data.fcc.gov/api/block/find?latitude=38.54235&longitude=-121.407198&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""177""><Block FIPS=""060670052051017""/><County FIPS=""06067"" name=""Sacramento""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"723","SACRAMENTO METRO FIRE DIST",38.6553046,-121.350044,"http://data.fcc.gov/api/block/find?latitude=38.6553046&longitude=-121.350044&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""87""><Block FIPS=""060670075032003""/><County FIPS=""06067"" name=""Sacramento""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"724","SACRAMENTO POLICE DEPT",38.5220045,-121.4989799,"http://data.fcc.gov/api/block/find?latitude=38.5220045&longitude=-121.4989799&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""75""><Block FIPS=""060670033002023""/><County FIPS=""06067"" name=""Sacramento""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"725","SADDLEBACK COLLEGE POLICE",NA,NA,"http://data.fcc.gov/api/block/find?latitude=NA&longitude=NA&showall=[true]","<html><head><title>Apache Tomcat/6.0.30 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 404 - Not Found</h1><HR size=""1"" noshade=""noshade""><p><b>type</b> Status report</p><p><b>message</b> <u>Not Found</u></p><p><b>description</b> <u>The requested resource (Not Found) is not available.</u></p><HR size=""1"" noshade=""noshade""><h3>Apache Tomcat/6.0.30</h3></body></html>"
"726","SALINAS POLICE DEPT",36.6744218,-121.6575104,"http://data.fcc.gov/api/block/find?latitude=36.6744218&longitude=-121.6575104&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""80""><Block FIPS=""060530013001043""/><County FIPS=""06053"" name=""Monterey""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"727","SAN BERNARDINO CTY SHERIFF",34.0994581,-117.2701015,"http://data.fcc.gov/api/block/find?latitude=34.0994581&longitude=-117.2701015&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""166""><Block FIPS=""060710065004014""/><County FIPS=""06071"" name=""San Bernardino""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"728","SAN BERNARDINO POLICE DEPT",34.1125245,-117.2923828,"http://data.fcc.gov/api/block/find?latitude=34.1125245&longitude=-117.2923828&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""147""><Block FIPS=""060710056002014""/><County FIPS=""06071"" name=""San Bernardino""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"729","SAN DIEGO COUNTY SHERIFF DEPT",32.818928,-117.121398,"http://data.fcc.gov/api/block/find?latitude=32.818928&longitude=-117.121398&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""129""><Block FIPS=""060730085111136""/><County FIPS=""06073"" name=""San Diego""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"730","SAN DIEGO POLICE DEPT",32.7552228,-117.2157826,"http://data.fcc.gov/api/block/find?latitude=32.7552228&longitude=-117.2157826&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""163""><Block FIPS=""060730065001011""/><County FIPS=""06073"" name=""San Diego""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"731","SAN DIEGO UNIFIED PORT DIST HAR",32.715738,-117.1610838,"http://data.fcc.gov/api/block/find?latitude=32.715738&longitude=-117.1610838&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""159""><Block FIPS=""060730053003011""/><County FIPS=""06073"" name=""San Diego""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"732","SAN FRANCISCO POLICE DEPT",37.7445054,-122.4412684,"http://data.fcc.gov/api/block/find?latitude=37.7445054&longitude=-122.4412684&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""143""><Block FIPS=""060750217001000""/><County FIPS=""06075"" name=""San Francisco""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"733","SAN JOAQUIN COUNTY SHERIFF DEPT",37.8858987,-121.2966184,"http://data.fcc.gov/api/block/find?latitude=37.8858987&longitude=-121.2966184&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""168""><Block FIPS=""060770038032009""/><County FIPS=""06077"" name=""San Joaquin""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"734","SAN JOAQUIN DELTA COLLEGE POLICE",NA,NA,"http://data.fcc.gov/api/block/find?latitude=NA&longitude=NA&showall=[true]","<html><head><title>Apache Tomcat/6.0.30 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 404 - Not Found</h1><HR size=""1"" noshade=""noshade""><p><b>type</b> Status report</p><p><b>message</b> <u>Not Found</u></p><p><b>description</b> <u>The requested resource (Not Found) is not available.</u></p><HR size=""1"" noshade=""noshade""><h3>Apache Tomcat/6.0.30</h3></body></html>"
"735","SAN JOSE POLICE DEPT",37.349341,-121.9056328,"http://data.fcc.gov/api/block/find?latitude=37.349341&longitude=-121.9056328&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""90""><Block FIPS=""060855002002001""/><County FIPS=""06085"" name=""Santa Clara""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"736","SAN LEANDRO POLICE DEPT",37.7279738,-122.1590372,"http://data.fcc.gov/api/block/find?latitude=37.7279738&longitude=-122.1590372&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""125""><Block FIPS=""060014323003026""/><County FIPS=""06001"" name=""Alameda""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"737","SAN LUIS OBISPO COUNTY SHERIFF",35.5637074,-120.7022458,"http://data.fcc.gov/api/block/find?latitude=35.5637074&longitude=-120.7022458&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""125""><Block FIPS=""060790129002001""/><County FIPS=""06079"" name=""San Luis Obispo""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"738","SAN LUIS OBISPO POLICE DEPT",35.2858189,-120.663529,"http://data.fcc.gov/api/block/find?latitude=35.2858189&longitude=-120.663529&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""173""><Block FIPS=""060790111012000""/><County FIPS=""06079"" name=""San Luis Obispo""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"739","SAN MATEO COUNTY SHERIFF DEPT",37.7771981,-122.4022039,"http://data.fcc.gov/api/block/find?latitude=37.7771981&longitude=-122.4022039&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""198""><Block FIPS=""060750180001024""/><County FIPS=""06075"" name=""San Francisco""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"740","SAN PABLO POLICE DEPT",17.4479089,121.7947072,"http://data.fcc.gov/api/block/find?latitude=17.4479089&longitude=121.7947072&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""210""><Block/><County/><State/></Response>"
"741","SAN RAFAEL POLICE DEPT",37.9748103,-122.5318587,"http://data.fcc.gov/api/block/find?latitude=37.9748103&longitude=-122.5318587&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""129""><Block FIPS=""060411110002000""/><County FIPS=""06041"" name=""Marin""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"742","SAN RAMON POLICE DEPT",37.7764175,-121.9675302,"http://data.fcc.gov/api/block/find?latitude=37.7764175&longitude=-121.9675302&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""181""><Block FIPS=""060133451081018""/><County FIPS=""06013"" name=""Contra Costa""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"743","SAND CITY POLICE DEPT",40.5710331,-111.8953036,"http://data.fcc.gov/api/block/find?latitude=40.5710331&longitude=-111.8953036&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""152""><Block FIPS=""490351126054030""/><County FIPS=""49035"" name=""Salt Lake""/><State FIPS=""49"" code=""UT"" name=""Utah""/></Response>"
"744","SANTA ANA POLICE DEPT",33.7509753,-117.8804334,"http://data.fcc.gov/api/block/find?latitude=33.7509753&longitude=-117.8804334&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""82""><Block FIPS=""060590751001002""/><County FIPS=""06059"" name=""Orange""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"745","SANTA BARBARA COUNTY SHERIFF DEPT",34.4436049,-119.7767694,"http://data.fcc.gov/api/block/find?latitude=34.4436049&longitude=-119.7767694&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""180""><Block FIPS=""060830001012000""/><County FIPS=""06083"" name=""Santa Barbara""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"746","SANTA BARBARA CTY FIRE SANTA BAR",34.4208305,-119.6981901,"http://data.fcc.gov/api/block/find?latitude=34.4208305&longitude=-119.6981901&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""264""><Block FIPS=""060830009002030""/><County FIPS=""06083"" name=""Santa Barbara""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"747","SANTA CLARA COUNTY SHERIFF",37.2955375,-122.0329098,"http://data.fcc.gov/api/block/find?latitude=37.2955375&longitude=-122.0329098&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""458""><Block FIPS=""060855078084015""/><County FIPS=""06085"" name=""Santa Clara""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"748","SANTA MARIA POLICE DEPT",34.949567,-120.4331888,"http://data.fcc.gov/api/block/find?latitude=34.949567&longitude=-120.4331888&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""90""><Block FIPS=""060830021011039""/><County FIPS=""06083"" name=""Santa Barbara""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"749","SANTA MONICA POLICE DEPT",34.0121693,-118.4909229,"http://data.fcc.gov/api/block/find?latitude=34.0121693&longitude=-118.4909229&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""85""><Block FIPS=""060377019023010""/><County FIPS=""06037"" name=""Los Angeles""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"750","SANTA PAULA POLICE DEPT",34.3516748,-119.0592056,"http://data.fcc.gov/api/block/find?latitude=34.3516748&longitude=-119.0592056&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""147""><Block FIPS=""061110006003002""/><County FIPS=""06111"" name=""Ventura""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"751","SCOTTS VALLEY POLICE DEPT",37.0496172,-122.0188578,"http://data.fcc.gov/api/block/find?latitude=37.0496172&longitude=-122.0188578&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""91""><Block FIPS=""060871209003021""/><County FIPS=""06087"" name=""Santa Cruz""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"752","SEASIDE POLICE DEPT",36.6036287,-121.8534855,"http://data.fcc.gov/api/block/find?latitude=36.6036287&longitude=-121.8534855&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""110""><Block FIPS=""060530140001100""/><County FIPS=""06053"" name=""Monterey""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"753","SEBASTOPOL POLICE DEPT",38.4046342,-122.8234469,"http://data.fcc.gov/api/block/find?latitude=38.4046342&longitude=-122.8234469&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""88""><Block FIPS=""060971534011007""/><County FIPS=""06097"" name=""Sonoma""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"754","SHAFTER POLICE DEPARTMENT",35.5045502,-119.2769977,"http://data.fcc.gov/api/block/find?latitude=35.5045502&longitude=-119.2769977&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""85""><Block FIPS=""060290041012010""/><County FIPS=""06029"" name=""Kern""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"755","SHASTA COUNTY SHERIFF DEPT",40.6797384,-122.3632314,"http://data.fcc.gov/api/block/find?latitude=40.6797384&longitude=-122.3632314&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""92""><Block FIPS=""060890117023003""/><County FIPS=""06089"" name=""Shasta""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"756","SIERRA COUNTY SHERIFF DEPT",33.1455308,-107.2485459,"http://data.fcc.gov/api/block/find?latitude=33.1455308&longitude=-107.2485459&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""110""><Block FIPS=""350519622001005""/><County FIPS=""35051"" name=""Sierra""/><State FIPS=""35"" code=""NM"" name=""New Mexico""/></Response>"
"757","SIMI VALLEY POLICE DEPT",34.2873106,-118.719332,"http://data.fcc.gov/api/block/find?latitude=34.2873106&longitude=-118.719332&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""91""><Block FIPS=""061110085003098""/><County FIPS=""06111"" name=""Ventura""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"758","SISKIYOU COUNTY SHERIFF DEPT",41.7296085,-122.6384282,"http://data.fcc.gov/api/block/find?latitude=41.7296085&longitude=-122.6384282&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""83""><Block FIPS=""060930007031025""/><County FIPS=""06093"" name=""Siskiyou""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"759","SOLANO COUNTY SHERIFF DEPT",38.2474563,-122.0402137,"http://data.fcc.gov/api/block/find?latitude=38.2474563&longitude=-122.0402137&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""144""><Block FIPS=""060952525022000""/><County FIPS=""06095"" name=""Solano""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"760","SONOMA COUNTY SHERIFF DEPT",NA,NA,"http://data.fcc.gov/api/block/find?latitude=NA&longitude=NA&showall=[true]","<html><head><title>Apache Tomcat/6.0.30 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 404 - Not Found</h1><HR size=""1"" noshade=""noshade""><p><b>type</b> Status report</p><p><b>message</b> <u>Not Found</u></p><p><b>description</b> <u>The requested resource (Not Found) is not available.</u></p><HR size=""1"" noshade=""noshade""><h3>Apache Tomcat/6.0.30</h3></body></html>"
"761","SONORA POLICE DEPT",37.9836547,-120.3832915,"http://data.fcc.gov/api/block/find?latitude=37.9836547&longitude=-120.3832915&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""95""><Block FIPS=""061090011004028""/><County FIPS=""06109"" name=""Tuolumne""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"762","SOUTH GATE POLICE DEPT",21.4216825,109.1222199,"http://data.fcc.gov/api/block/find?latitude=21.4216825&longitude=109.1222199&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""95""><Block/><County/><State/></Response>"
"763","SOUTH LAKE TAHOE POLICE DEPT",38.9334271,-119.9763003,"http://data.fcc.gov/api/block/find?latitude=38.9334271&longitude=-119.9763003&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""95""><Block FIPS=""060170302002015""/><County FIPS=""06017"" name=""El Dorado""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"764","SOUTH SAN FRANCISCO POLICE DEPT",37.6555141,-122.436668,"http://data.fcc.gov/api/block/find?latitude=37.6555141&longitude=-122.436668&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""95""><Block FIPS=""060816018002023""/><County FIPS=""06081"" name=""San Mateo""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"765","STALLION SPRINGS POLICE DEPT",NA,NA,"http://data.fcc.gov/api/block/find?latitude=NA&longitude=NA&showall=[true]","<html><head><title>Apache Tomcat/6.0.30 - Error report</title><style><!--H1 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:22px;} H2 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:16px;} H3 {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;font-size:14px;} BODY {font-family:Tahoma,Arial,sans-serif;color:black;background-color:white;} B {font-family:Tahoma,Arial,sans-serif;color:white;background-color:#525D76;} P {font-family:Tahoma,Arial,sans-serif;background:white;color:black;font-size:12px;}A {color : black;}A.name {color : black;}HR {color : #525D76;}--></style> </head><body><h1>HTTP Status 404 - Not Found</h1><HR size=""1"" noshade=""noshade""><p><b>type</b> Status report</p><p><b>message</b> <u>Not Found</u></p><p><b>description</b> <u>The requested resource (Not Found) is not available.</u></p><HR size=""1"" noshade=""noshade""><h3>Apache Tomcat/6.0.30</h3></body></html>"
"766","STOCKTON POLICE DEPT",37.9511608,-121.2901975,"http://data.fcc.gov/api/block/find?latitude=37.9511608&longitude=-121.2901975&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""164""><Block FIPS=""060770003002008""/><County FIPS=""06077"" name=""San Joaquin""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"767","STOCKTON UNIFIED SCHOOL DIST POLICE",37.9598654,-121.2888318,"http://data.fcc.gov/api/block/find?latitude=37.9598654&longitude=-121.2888318&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""168""><Block FIPS=""060770001002001""/><County FIPS=""06077"" name=""San Joaquin""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"768","SUSANVILLE POLICE DEPT",40.415134,-120.647079,"http://data.fcc.gov/api/block/find?latitude=40.415134&longitude=-120.647079&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""169""><Block FIPS=""060350403032025""/><County FIPS=""06035"" name=""Lassen""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"769","SUTTER COUNTY SHERIFF DEPT",39.0219764,-121.6739371,"http://data.fcc.gov/api/block/find?latitude=39.0219764&longitude=-121.6739371&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""216""><Block FIPS=""061010510002112""/><County FIPS=""06101"" name=""Sutter""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"770","TAFT POLICE DEPT",35.7558792,-95.5551652,"http://data.fcc.gov/api/block/find?latitude=35.7558792&longitude=-95.5551652&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""222""><Block FIPS=""401010012002191""/><County FIPS=""40101"" name=""Muskogee""/><State FIPS=""40"" code=""OK"" name=""Oklahoma""/></Response>"
"771","TEHACHAPI POLICE DEPT",35.1309827,-118.446338,"http://data.fcc.gov/api/block/find?latitude=35.1309827&longitude=-118.446338&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""200""><Block FIPS=""060290061004044""/><County FIPS=""06029"" name=""Kern""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"772","TEHAMA CO SHERIFF DEPT",40.0082775,-122.4194143,"http://data.fcc.gov/api/block/find?latitude=40.0082775&longitude=-122.4194143&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""283""><Block FIPS=""061030003002205""/><County FIPS=""06103"" name=""Tehama""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"773","TEHAMA COUNTY LAW ENF DA",40.0982197,-122.174605,"http://data.fcc.gov/api/block/find?latitude=40.0982197&longitude=-122.174605&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""130""><Block FIPS=""061030008001052""/><County FIPS=""06103"" name=""Tehama""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"774","TRINITY COUNTY SHERIFF DEPT",40.736153,-122.9476511,"http://data.fcc.gov/api/block/find?latitude=40.736153&longitude=-122.9476511&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""156""><Block FIPS=""061050001023003""/><County FIPS=""06105"" name=""Trinity""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
"775","TULARE COUNTY SHERIFF DEPT",36.3286293,-119.3152702,"http://data.fcc.gov/api/block/find?latitude=36.3286293&longitude=-119.3152702&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""203""><Block FIPS=""061070010062007""/><County FIPS=""06107"" name=""Tulare""/><State FIPS=""06"" code=""CA"" name=""California""/></Response>"
