"","X","Station.Name","lat","lon","fcc.url","getURL","Block.FIPS","County.FIPS","County.name","State.FIPS","State.code","State.name",".attrs.status",".attrs.executionTime","messages"
"2171",2305,"VINCENNES UNIVERSITY POLICE DEPT",48.847759,2.4394969,"http://data.fcc.gov/api/block/find?latitude=48.847759&longitude=2.4394969&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""77""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","77",NA
"2226",2366,"GOODLAND POLICE DEPT",-20.0373208,57.6494707,"http://data.fcc.gov/api/block/find?latitude=-20.0373208&longitude=57.6494707&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""71""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","71",NA
"2437",2590,"VINE GROVE POLICE DEPT",24.8783516,67.0297099,"http://data.fcc.gov/api/block/find?latitude=24.8783516&longitude=67.0297099&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""170""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","170",NA
"2513",2673,"SAINT MARTIN PARISH SHERIFF DEPT",18.08255,-63.052251,"http://data.fcc.gov/api/block/find?latitude=18.08255&longitude=-63.052251&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""126""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","126",NA
"2540",2704,"BERKSHIRE COUNTY SHERIFF'S OFFICE",51.4659863,-1.2814014,"http://data.fcc.gov/api/block/find?latitude=51.4659863&longitude=-1.2814014&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""74""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","74",NA
"2604",2768,"OAKHAM POLICE DEPT",52.6728272,-0.7285929,"http://data.fcc.gov/api/block/find?latitude=52.6728272&longitude=-0.7285929&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""78""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","78",NA
"2649",2815,"CAPITOL HEIGHTS POLICE DEPT",11.9229027,79.6465455,"http://data.fcc.gov/api/block/find?latitude=11.9229027&longitude=79.6465455&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""79""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","79",NA
"2675",2845,"NATIONAL INSTITUTE OF HEALTH POLICE",17.3390134,78.4110606,"http://data.fcc.gov/api/block/find?latitude=17.3390134&longitude=78.4110606&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""1836""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","1836",NA
"2676",2846,"NATIONAL SECURITY AGENCY POLICE",44.3217479,86.0554244,"http://data.fcc.gov/api/block/find?latitude=44.3217479&longitude=86.0554244&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""678""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","678",NA
"2732",2904,"OXFORD COUNTY SHERIFF DEPT",43.184007,-80.7214417,"http://data.fcc.gov/api/block/find?latitude=43.184007&longitude=-80.7214417&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""88""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","88",NA
"2740",2912,"SCARBOROUGH POLICE DEPT",54.2819287,-0.4083441,"http://data.fcc.gov/api/block/find?latitude=54.2819287&longitude=-0.4083441&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""76""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","76",NA
"2935",3123,"ROSCOMMON COUNTY SHERIFF DEPT",53.784398,-8.3756555,"http://data.fcc.gov/api/block/find?latitude=53.784398&longitude=-8.3756555&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""85""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","85",NA
"2964",3153,"THETFORD TOWNSHIP POLICE DEPT",52.412856,0.751657,"http://data.fcc.gov/api/block/find?latitude=52.412856&longitude=0.751657&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""93""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","93",NA
"2981",3171,"WEST BRANCH CITY POLICE DEPT",32.9853985,70.606395,"http://data.fcc.gov/api/block/find?latitude=32.9853985&longitude=70.606395&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""75""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","75",NA
"3051",3243,"ELMORE POLICE DEPT",-36.4959959,144.6109933,"http://data.fcc.gov/api/block/find?latitude=-36.4959959&longitude=144.6109933&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""141""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","141",NA
"3067",3259,"HILL CITY POLICE DEPT",32.9853985,70.606395,"http://data.fcc.gov/api/block/find?latitude=32.9853985&longitude=70.606395&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""120""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","120",NA
"3119",3312,"MORGAN POLICE DEPT",-34.034181,139.669285,"http://data.fcc.gov/api/block/find?latitude=-34.034181&longitude=139.669285&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""187""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","187",NA
"3295",3497,"LAURIE POLICE DEPARTMENT",45.2763459,3.10034,"http://data.fcc.gov/api/block/find?latitude=45.2763459&longitude=3.10034&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""152""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","152",NA
"3308",3510,"MARSTON POLICE DEPT",24.8645304,67.0214041,"http://data.fcc.gov/api/block/find?latitude=24.8645304&longitude=67.0214041&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""88""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","88",NA
"3531",3763,"BROUGHTON POLICE DEPARTMENT",53.8085163,-2.7230876,"http://data.fcc.gov/api/block/find?latitude=53.8085163&longitude=-2.7230876&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""148""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","148",NA
"3550",3782,"CHINA GROVE POLICE DEPT",21.4216825,109.1222199,"http://data.fcc.gov/api/block/find?latitude=21.4216825&longitude=109.1222199&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""85""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","85",NA
"3717",3954,"SURRY COUNTY SHERIFF DEPT",51.3564568,-0.1166477,"http://data.fcc.gov/api/block/find?latitude=51.3564568&longitude=-0.1166477&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""128""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","128",NA
"3734",3973,"VASS POLICE DEPT",25.7455698,71.3905553,"http://data.fcc.gov/api/block/find?latitude=25.7455698&longitude=71.3905553&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""147""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","147",NA
"3792",4039,"OAKES POLICE DEPT",-34.079501,150.572664,"http://data.fcc.gov/api/block/find?latitude=-34.079501&longitude=150.572664&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""102""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","102",NA
"3829",4079,"LA VISTA POLICE DEPARTMENT",9.1583616,76.7303906,"http://data.fcc.gov/api/block/find?latitude=9.1583616&longitude=76.7303906&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""87""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","87",NA
"3961",4218,"EVESHAM POLICE DEPT",52.094396,-1.8683201,"http://data.fcc.gov/api/block/find?latitude=52.094396&longitude=-1.8683201&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""1504""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","1504",NA
"4278",4551,"CENTRAL STATE UNIV POLICE",31.3100319,75.595347,"http://data.fcc.gov/api/block/find?latitude=31.3100319&longitude=75.595347&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""73""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","73",NA
"4352",4628,"GRANDVIEW HEIGHTS POLICE DIV",53.5024046,-113.5809538,"http://data.fcc.gov/api/block/find?latitude=53.5024046&longitude=-113.5809538&showall=[true]","<?xml version=""1.0"" encoding=""UTF-8"" standalone=""yes""?><Response xmlns=""http://data.fcc.gov/api"" status=""OK"" executionTime=""119""><Block/><County/><State/></Response>",NA,NA,NA,NA,NA,NA,"OK","119",NA
